image,steering_angle,command
img_1782317417.png,-1.16E-06,0
img_1782317418.png,-9.44E-07,0
img_1782317419.png,-7.72E-07,0
img_1782317420.png,-6.30E-07,0
img_1782317421.png,-5.15E-07,0
img_1782317422.png,-4.21E-07,0
img_1782317423.png,-3.44E-07,1
img_1782317424.png,-2.81E-07,1
img_1782317425.png,-2.30E-07,1
img_1782317426.png,-1.88E-07,2
img_1782317427.png,-1.53E-07,2
img_1782317428.png,-1.25E-07,2
img_1782317429.png,-1.02E-07,2
img_1782317430.png,-8.36E-08,2
img_1782317431.png,-6.83E-08,2
img_1782317432.png,-5.58E-08,2
img_1782317433.png,-4.56E-08,2
img_1782317434.png,-3.73E-08,2
img_1782317435.png,-3.04E-08,2
img_1782317436.png,-2.49E-08,2
img_1782317437.png,-2.03E-08,2
img_1782317438.png,-1.66E-08,2
img_1782317439.png,-1.36E-08,2
img_1782317440.png,-1.11E-08,2
img_1782317441.png,-9.06E-09,2
img_1782317442.png,-7.40E-09,2
img_1782317443.png,-6.05E-09,2
img_1782317444.png,-4.94E-09,2
img_1782317445.png,-4.04E-09,2
img_1782317446.png,-3.30E-09,2
img_1782317447.png,-2.70E-09,2
img_1782317448.png,-2.20E-09,2
img_1782317449.png,-1.80E-09,2
img_1782317450.png,-1.47E-09,2
img_1782317451.png,-0.073051559,2
img_1782317452.png,-0.059688443,2
img_1782317453.png,-0.048769803,2
img_1782317454.png,-0.03984848,2
img_1782317455.png,-0.03255911,2
img_1782317456.png,-0.026603163,2
img_1782317457.png,-0.021736721,2
img_1782317458.png,-0.017760484,2
img_1782317459.png,-0.014511608,2
img_1782317460.png,-0.011857041,2
img_1782317461.png,-0.009688065,2
img_1782317462.png,-0.007915855,2
img_1782317463.png,-0.00646783,2
img_1782317464.png,-0.005284688,2
img_1782317465.png,-0.004317975,2
img_1782317466.png,-0.0035281,2
img_1782317467.png,-0.002882714,2
img_1782317468.png,-0.002355387,2
img_1782317469.png,0.107434194,2
img_1782317470.png,0.12046447,2
img_1782317471.png,0.098428243,2
img_1782317472.png,0.080423041,2
img_1782317473.png,-0.008830927,2
img_1782317474.png,-0.00721551,2
img_1782317475.png,-0.005895597,2
img_1782317476.png,-0.004817132,2
img_1782317477.png,-0.07269149,2
img_1782317478.png,-0.05939424,2
img_1782317479.png,-0.048529418,2
img_1782317480.png,-0.039652068,2
img_1782317481.png,-0.032398626,2
img_1782317482.png,-0.026472037,2
img_1782317483.png,-0.021629581,2
img_1782317484.png,-0.017672943,2
img_1782317485.png,-0.014440081,2
img_1782317486.png,-0.011798597,2
img_1782317487.png,-0.009640313,2
img_1782317488.png,-0.007876838,2
img_1782317489.png,-0.00643595,2
img_1782317490.png,-0.00525864,2
img_1782317491.png,-0.004296691,2
img_1782317492.png,-0.00351071,2
img_1782317493.png,-0.002868505,2
img_1782317494.png,-0.002343778,2
img_1782317495.png,-0.06794786,2
img_1782317496.png,-0.055518349,2
img_1782317497.png,0.027689025,2
img_1782317498.png,-0.014270777,2
img_1782317499.png,-0.011660264,2
img_1782317500.png,-0.009527284,2
img_1782317501.png,0.063806042,2
img_1782317502.png,0.052134182,2
img_1782317503.png,0.042597422,2
img_1782317504.png,-0.108843627,2
img_1782317505.png,-0.160523695,2
img_1782317506.png,-0.198539978,2
img_1782317507.png,-0.239837617,2
img_1782317508.png,-0.199655773,2
img_1782317509.png,-0.022787234,2
img_1782317510.png,-0.018618829,2
img_1782317511.png,0.050819884,2
img_1782317512.png,0.041523545,2
img_1782317513.png,0.03392776,2
img_1782317514.png,0.02772145,2
img_1782317515.png,0.022650443,2
img_1782317516.png,0.018507061,2
img_1782317517.png,0.015121616,2
img_1782317518.png,0.012355461,2
img_1782317519.png,0.010095311,2
img_1782317520.png,0.008248604,2
img_1782317521.png,0.00673971,2
img_1782317522.png,0.005506834,2
img_1782317523.png,0.004499484,2
img_1782317524.png,0.003676406,2
img_1782317525.png,0.003003892,2
img_1782317526.png,0.002454398,2
img_1782317527.png,0.002005422,2
img_1782317528.png,0.001638576,2
img_1782317529.png,0.001338836,2
img_1782317530.png,0.001093926,2
img_1782317531.png,0.000893817,2
img_1782317532.png,0.000730314,2
img_1782317533.png,0.00059672,2
img_1782317534.png,0.000487563,2
img_1782317535.png,0.000398375,2
img_1782317536.png,0.000325501,2
img_1782317537.png,-0.077350042,2
img_1782317538.png,-0.240879959,2
img_1782317539.png,-0.415007694,2
img_1782317540.png,-0.371774413,2
img_1782317541.png,-0.303766764,2
img_1782317542.png,-0.248199562,2
img_1782317543.png,-0.202797113,2
img_1782317544.png,-0.165700006,2
img_1782317545.png,-0.069356146,2
img_1782317546.png,0.01071141,2
img_1782317547.png,0.008752002,2
img_1782317548.png,0.007151023,2
img_1782317549.png,0.005842906,2
img_1782317550.png,0.00477408,2
img_1782317551.png,0.003900771,2
img_1782317552.png,0.003187214,2
img_1782317553.png,0.002604186,2
img_1782317554.png,0.002127809,2
img_1782317555.png,0.001738575,2
img_1782317556.png,0.001420542,2
img_1782317557.png,0.001160687,2
img_1782317558.png,-0.114315315,2
img_1782317559.png,-0.233979164,2
img_1782317560.png,-0.29264453,2
img_1782317561.png,-0.239111888,2
img_1782317562.png,-0.195371821,2
img_1782317563.png,-0.159633002,2
img_1782317564.png,-0.130431785,2
img_1782317565.png,-0.106572265,2
img_1782317566.png,-0.0870773,2
img_1782317567.png,-0.071148494,2
img_1782317568.png,-0.058133499,2
img_1782317569.png,-0.047499302,2
img_1782317570.png,-0.038810388,2
img_1782317571.png,-0.031710912,2
img_1782317572.png,-0.025910124,2
img_1782317573.png,-0.021170458,2
img_1782317574.png,-0.017297805,2
img_1782317575.png,-0.014133566,2
img_1782317576.png,-0.011548153,2
img_1782317577.png,-0.009435682,2
img_1782317578.png,-0.007709639,2
img_1782317579.png,-0.006299336,2
img_1782317580.png,-0.005147016,2
img_1782317581.png,-0.004205487,2
img_1782317582.png,-0.003436189,2
img_1782317583.png,-0.002807617,2
img_1782317584.png,-0.002294027,2
img_1782317585.png,-0.001874387,2
img_1782317586.png,-0.001531511,2
img_1782317587.png,0.17598944,2
img_1782317588.png,0.215386713,2
img_1782317589.png,0.102935068,2
img_1782317590.png,0.084105445,2
img_1782317591.png,0.068720272,2
img_1782317592.png,-0.021466535,2
img_1782317593.png,-0.054434448,2
img_1782317594.png,-0.044476907,2
img_1782317595.png,-0.036340872,2
img_1782317596.png,-0.029693138,2
img_1782317597.png,-0.024261456,2
img_1782317598.png,-0.019823376,2
img_1782317599.png,-0.016197141,2
img_1782317600.png,-0.013234244,2
img_1782317601.png,-0.010813341,2
img_1782317602.png,-0.008835286,2
img_1782317603.png,-0.007219072,2
img_1782317604.png,-0.005898508,2
img_1782317605.png,-0.00481951,2
img_1782317606.png,-0.003937891,2
img_1782317607.png,-0.003217543,2
img_1782317608.png,-0.002628967,2
img_1782317609.png,-0.002148058,2
img_1782317610.png,-0.00175512,2
img_1782317611.png,-0.00143406,2
img_1782317612.png,-0.001171732,2
img_1782317613.png,-0.00095739,2
img_1782317614.png,-0.000782257,2
img_1782317615.png,-0.000639161,2
img_1782317616.png,-0.000522241,2
img_1782317617.png,-0.000426709,2
img_1782317618.png,-0.000348652,2
img_1782317619.png,-0.000284874,2
img_1782317620.png,-0.000232763,2
img_1782317621.png,-0.000190184,2
img_1782317622.png,-0.000155395,2
img_1782317623.png,-0.000126969,2
img_1782317624.png,-0.000103743,2
img_1782317625.png,-8.48E-05,2
img_1782317626.png,-6.93E-05,2
img_1782317627.png,-5.66E-05,2
img_1782317628.png,-4.62E-05,2
img_1782317629.png,-3.78E-05,2
img_1782317630.png,-3.09E-05,2
img_1782317631.png,-2.52E-05,2
img_1782317632.png,-2.06E-05,2
img_1782317633.png,-1.68E-05,2
img_1782317634.png,-1.38E-05,2
img_1782317635.png,-1.12E-05,2
img_1782317636.png,-9.19E-06,2
img_1782317637.png,-7.50E-06,2
img_1782317638.png,-6.13E-06,2
img_1782317639.png,-5.01E-06,2
img_1782317640.png,-4.09E-06,2
img_1782317641.png,-3.34E-06,2
img_1782317642.png,-2.73E-06,2
img_1782317643.png,-2.23E-06,2
img_1782317644.png,-1.82E-06,2
img_1782317645.png,-1.49E-06,2
img_1782317646.png,-1.22E-06,2
img_1782317647.png,-9.95E-07,2
img_1782317648.png,-8.13E-07,2
img_1782317649.png,-6.64E-07,2
img_1782317650.png,-5.43E-07,2
img_1782317651.png,-4.44E-07,2
img_1782317652.png,-3.62E-07,2
img_1782317653.png,-2.96E-07,2
img_1782317654.png,-2.42E-07,2
img_1782317655.png,-1.98E-07,2
img_1782317656.png,-1.62E-07,2
img_1782317657.png,-1.32E-07,2
img_1782317658.png,-1.08E-07,2
img_1782317659.png,-8.81E-08,2
img_1782317660.png,-7.20E-08,2
img_1782317661.png,-5.88E-08,2
img_1782317662.png,-4.81E-08,2
img_1782317663.png,0.073051519,2
img_1782317664.png,0.092371322,2
img_1782317665.png,0.075474095,2
img_1782317666.png,-0.015948169,2
img_1782317667.png,-0.013030815,2
img_1782317668.png,-0.010647125,2
img_1782317669.png,-0.008699476,2
img_1782317670.png,-0.007108105,2
img_1782317671.png,-0.00580784,2
img_1782317672.png,-0.004745428,2
img_1782317673.png,-0.00387736,2
img_1782317674.png,-0.003168085,2
img_1782317675.png,-0.002588556,2
img_1782317676.png,-0.002115039,2
img_1782317677.png,-0.001728141,2
img_1782317678.png,-0.001412017,2
img_1782317679.png,-0.001153721,2
img_1782317680.png,-0.000942674,2
img_1782317681.png,-0.000770233,2
img_1782317682.png,-0.000629337,2
img_1782317683.png,-0.000514214,2
img_1782317684.png,-0.00042015,2
img_1782317685.png,-0.000343293,2
img_1782317686.png,-0.000280496,2
img_1782317687.png,-0.000229185,2
img_1782317688.png,-0.000187261,2
img_1782317689.png,-0.000153006,2
img_1782317690.png,-0.000125017,2
img_1782317691.png,-0.000102148,2
img_1782317692.png,-8.35E-05,2
img_1782317693.png,-6.82E-05,2
img_1782317694.png,-5.57E-05,2
img_1782317695.png,-4.55E-05,2
img_1782317696.png,-3.72E-05,2
img_1782317697.png,-3.04E-05,2
img_1782317698.png,-2.48E-05,2
img_1782317699.png,-2.03E-05,2
img_1782317700.png,-1.66E-05,2
img_1782317701.png,-1.35E-05,2
img_1782317702.png,-1.11E-05,2
img_1782317703.png,-9.04E-06,2
img_1782317704.png,-7.39E-06,2
img_1782317705.png,-6.04E-06,2
img_1782317706.png,-4.93E-06,2
img_1782317707.png,-4.03E-06,2
img_1782317708.png,-3.29E-06,2
img_1782317709.png,-2.69E-06,2
img_1782317710.png,-2.20E-06,2
img_1782317711.png,-1.80E-06,2
img_1782317712.png,-1.47E-06,2
img_1782317713.png,-1.20E-06,2
img_1782317714.png,-9.80E-07,2
img_1782317715.png,-8.01E-07,2
img_1782317716.png,-6.54E-07,2
img_1782317717.png,-5.35E-07,2
img_1782317718.png,-4.37E-07,2
img_1782317719.png,-3.57E-07,2
img_1782317720.png,-2.92E-07,2
img_1782317721.png,-2.38E-07,2
img_1782317722.png,-1.95E-07,2
img_1782317723.png,-1.59E-07,2
img_1782317724.png,-1.30E-07,2
img_1782317725.png,-1.06E-07,2
img_1782317726.png,-8.68E-08,2
img_1782317727.png,-7.09E-08,2
img_1782317728.png,-5.79E-08,2
img_1782317729.png,-4.73E-08,2
img_1782317730.png,-3.87E-08,2
img_1782317731.png,-3.16E-08,2
img_1782317732.png,-2.58E-08,2
img_1782317733.png,-2.11E-08,2
img_1782317734.png,-1.72E-08,2
img_1782317735.png,-1.41E-08,2
img_1782317736.png,-1.15E-08,2
img_1782317737.png,-9.40E-09,2
img_1782317738.png,-7.68E-09,2
img_1782317739.png,-6.28E-09,2
img_1782317740.png,-5.13E-09,2
img_1782317741.png,-4.19E-09,2
img_1782317742.png,-3.42E-09,2
img_1782317743.png,-2.80E-09,2
img_1782317744.png,-2.29E-09,2
img_1782317745.png,-1.87E-09,2
img_1782317746.png,-1.53E-09,2
img_1782317747.png,-1.25E-09,2
img_1782317748.png,-1.02E-09,2
img_1782317749.png,-8.32E-10,2
img_1782317750.png,-6.80E-10,2
img_1782317751.png,-5.56E-10,2
img_1782317752.png,-4.54E-10,2
img_1782317753.png,-3.71E-10,2
img_1782317754.png,-3.03E-10,2
img_1782317755.png,-2.48E-10,2
img_1782317756.png,-2.02E-10,2
img_1782317757.png,-1.65E-10,2
img_1782317758.png,-1.35E-10,2
img_1782317759.png,-1.10E-10,2
img_1782317760.png,-9.02E-11,2
img_1782317761.png,-7.37E-11,2
img_1782317762.png,-6.02E-11,2
img_1782317763.png,-4.92E-11,2
img_1782317764.png,-4.02E-11,2
img_1782317765.png,-3.28E-11,2
img_1782317766.png,-2.68E-11,2
img_1782317767.png,-2.19E-11,2
img_1782317768.png,-1.79E-11,2
img_1782317769.png,-1.46E-11,2
img_1782317770.png,-1.20E-11,2
img_1782317771.png,-9.77E-12,2
img_1782317772.png,-7.99E-12,2
img_1782317773.png,-6.53E-12,2
img_1782317774.png,-5.33E-12,2
img_1782317775.png,-4.36E-12,2
img_1782317776.png,-3.56E-12,2
img_1782317777.png,-2.91E-12,2
img_1782317778.png,-2.38E-12,2
img_1782317779.png,-1.94E-12,2
img_1782317780.png,-1.59E-12,2
img_1782317781.png,-1.30E-12,2
img_1782317782.png,-1.06E-12,2
img_1782317783.png,-8.65E-13,2
img_1782317784.png,-7.07E-13,2
img_1782317785.png,-0.0392,2
img_1782317786.png,-0.064712166,2
img_1782317787.png,-0.161359805,2
img_1782317788.png,-0.209458709,2
img_1782317789.png,-0.203825927,2
img_1782317790.png,-0.025965393,2
img_1782317791.png,0.0489431,2
img_1782317792.png,0.039990076,2
img_1782317793.png,0.176323626,2
img_1782317794.png,0.14406924,2
img_1782317795.png,0.183747881,2
img_1782317796.png,0.150135397,2
img_1782317797.png,0.055291119,2
img_1782317798.png,0.113932412,2
img_1782317799.png,0.022932359,2
img_1782317800.png,-0.055804999,2
img_1782317801.png,-0.258492727,2
img_1782317802.png,-0.387939439,2
img_1782317803.png,-0.316974767,2
img_1782317804.png,-0.082168112,2
img_1782317805.png,0.039178218,2
img_1782317806.png,0.032011457,2
img_1782317807.png,0.126219034,2
img_1782317808.png,0.103130141,2
img_1782317809.png,0.084264834,2
img_1782317810.png,0.068850504,2
img_1782317811.png,-0.054443364,2
img_1782317812.png,-0.044484192,2
img_1782317813.png,-0.113962824,2
img_1782317814.png,-0.170731924,2
img_1782317815.png,-0.139500412,2
img_1782317816.png,-0.113981994,2
img_1782317817.png,-0.057697892,2
img_1782317818.png,0.021612164,2
img_1782317819.png,-0.051096831,2
img_1782317820.png,-0.041749831,2
img_1782317821.png,-0.034112652,2
img_1782317822.png,-0.02787252,2
img_1782317823.png,0.047384838,2
img_1782317824.png,0.074873695,2
img_1782317825.png,0.06117726,2
img_1782317826.png,0.049986275,2
img_1782317827.png,0.040842426,2
img_1782317828.png,0.033371236,2
img_1782317829.png,0.027266729,2
img_1782317830.png,0.022278903,2
img_1782317831.png,0.018203486,2
img_1782317832.png,0.014873573,2
img_1782317833.png,0.012152792,2
img_1782317834.png,0.009929716,2
img_1782317835.png,0.008113301,2
img_1782317836.png,0.006629158,2
img_1782317837.png,0.005416504,2
img_1782317838.png,0.004425678,2
img_1782317839.png,0.003616102,2
img_1782317840.png,0.002954618,2
img_1782317841.png,0.002414138,2
img_1782317842.png,0.001972527,2
img_1782317843.png,0.001611698,2
img_1782317844.png,0.001316875,2
img_1782317845.png,0.001075982,2
img_1782317846.png,-0.076736844,2
img_1782317847.png,-0.305973207,2
img_1782317848.png,-0.250002387,2
img_1782317849.png,-0.204270152,2
img_1782317850.png,-0.166903587,2
img_1782317851.png,-0.064781855,2
img_1782317852.png,0.014448939,2
img_1782317853.png,0.011805835,2
img_1782317854.png,0.009646227,2
img_1782317855.png,-0.062277047,2
img_1782317856.png,-0.050884881,2
img_1782317857.png,-0.041576653,2
img_1782317858.png,-0.033971152,2
img_1782317859.png,-0.027756905,2
img_1782317860.png,-0.09573097,2
img_1782317861.png,-0.078219173,2
img_1782317862.png,-0.063910759,2
img_1782317863.png,-0.052219743,2
img_1782317864.png,-0.042667332,2
img_1782317865.png,-0.073278317,2
img_1782317866.png,-0.05987372,2
img_1782317867.png,-0.048921189,2
img_1782317868.png,-0.039972173,2
img_1782317869.png,-0.032660175,2
img_1782317870.png,-0.026685741,2
img_1782317871.png,-0.021804193,2
img_1782317872.png,-0.017815614,2
img_1782317873.png,-0.014556653,2
img_1782317874.png,-0.011893846,2
img_1782317875.png,-0.009718138,2
img_1782317876.png,-0.007940426,2
img_1782317877.png,-0.084103906,2
img_1782317878.png,-0.068719015,2
img_1782317879.png,-0.130690845,2
img_1782317880.png,-0.106783935,2
img_1782317881.png,-0.08725025,2
img_1782317882.png,0.002635215,2
img_1782317883.png,0.034836075,2
img_1782317884.png,0.028463609,2
img_1782317885.png,-0.054359159,2
img_1782317886.png,-0.08361539,2
img_1782317887.png,-0.068319862,2
img_1782317888.png,-0.016622301,2
img_1782317889.png,0.019101282,2
img_1782317890.png,-0.050425685,2
img_1782317891.png,-0.041201456,2
img_1782317892.png,-0.033664589,2
img_1782317893.png,-0.02750642,2
img_1782317894.png,-0.055824659,2
img_1782317895.png,-0.08481281,2
img_1782317896.png,-0.069298241,2
img_1782317897.png,-0.056621708,2
img_1782317898.png,0.021116373,2
img_1782317899.png,0.017253614,2
img_1782317900.png,-0.063518541,2
img_1782317901.png,-0.051899273,2
img_1782317902.png,-0.042405484,2
img_1782317903.png,-0.034648368,2
img_1782317904.png,-0.095690671,2
img_1782317905.png,-0.078186245,2
img_1782317906.png,0.003496577,2
img_1782317907.png,0.002856958,2
img_1782317908.png,-0.033099353,2
img_1782317909.png,-0.027044581,2
img_1782317910.png,-0.09514895,2
img_1782317911.png,-0.07774362,2
img_1782317912.png,0.002510625,2
img_1782317913.png,0.002051364,2
img_1782317914.png,0.001676113,2
img_1782317915.png,-0.031313406,2
img_1782317916.png,-0.025585332,2
img_1782317917.png,0.056710921,2
img_1782317918.png,0.046336951,2
img_1782317919.png,-0.030894879,2
img_1782317920.png,-0.061400198,2
img_1782317921.png,0.025895248,2
img_1782317922.png,0.021158303,2
img_1782317923.png,0.017287874,2
img_1782317924.png,0.014125452,2
img_1782317925.png,0.011541523,2
img_1782317926.png,-0.029769736,2
img_1782317927.png,-0.024324042,2
img_1782317928.png,-0.019874513,2
img_1782317929.png,-0.016238924,2
img_1782317930.png,-0.013268383,2
img_1782317931.png,-0.010841235,2
img_1782317932.png,-0.008858078,2
img_1782317933.png,-0.007237695,2
img_1782317934.png,-0.005913724,2
img_1782317935.png,-0.004831943,2
img_1782317936.png,-0.003948049,2
img_1782317937.png,-0.003225844,2
img_1782317938.png,-0.002635749,2
img_1782317939.png,-0.002153599,2
img_1782317940.png,-0.001759647,2
img_1782317941.png,-0.00143776,2
img_1782317942.png,-0.001174754,2
img_1782317943.png,-0.00095986,2
img_1782317944.png,-0.000784275,2
img_1782317945.png,-0.00064081,2
img_1782317946.png,-0.000523589,2
img_1782317947.png,-0.00042781,2
img_1782317948.png,-0.074891958,2
img_1782317949.png,-0.061192183,2
img_1782317950.png,-0.014564773,2
img_1782317951.png,-0.01190048,2
img_1782317952.png,-0.009723559,2
img_1782317953.png,-0.007944855,2
img_1782317954.png,-0.006491525,2
img_1782317955.png,-0.005304049,2
img_1782317956.png,-0.004333794,2
img_1782317957.png,-0.003541025,2
img_1782317958.png,-0.002893275,2
img_1782317959.png,-0.002364017,2
img_1782317960.png,-0.001931574,2
img_1782317961.png,-0.001578236,2
img_1782317962.png,-0.03818426,2
img_1782317963.png,0.006448359,2
img_1782317964.png,0.005268779,2
img_1782317965.png,0.004304976,2
img_1782317966.png,0.003517479,2
img_1782317967.png,0.002874036,2
img_1782317968.png,0.002348297,2
img_1782317969.png,0.00191873,2
img_1782317970.png,0.001567742,2
img_1782317971.png,0.001280959,2
img_1782317972.png,0.001046637,2
img_1782317973.png,-0.075208501,2
img_1782317974.png,-0.022250821,2
img_1782317975.png,-0.018180541,2
img_1782317976.png,-0.014854826,2
img_1782317977.png,-0.012137474,2
img_1782317978.png,-0.0099172,2
img_1782317979.png,-0.008103075,2
img_1782317980.png,-0.006620802,2
img_1782317981.png,-0.005409677,2
img_1782317982.png,-0.0044201,2
img_1782317983.png,-0.003611544,2
img_1782317984.png,-0.002950894,2
img_1782317985.png,-0.002411095,2
img_1782317986.png,-0.00197004,2
img_1782317987.png,-0.001609666,2
img_1782317988.png,-0.001315215,2
img_1782317989.png,-0.001074626,2
img_1782317990.png,-0.000878048,2
img_1782317991.png,-0.000717429,2
img_1782317992.png,-0.000586192,2
img_1782317993.png,-0.000478961,2
img_1782317994.png,-0.000391346,2
img_1782317995.png,-0.000319758,2
img_1782317996.png,-0.000261266,2
img_1782317997.png,-0.000213473,2
img_1782317998.png,-0.000174423,2
img_1782317999.png,-0.000142516,2
img_1782318000.png,-0.000116446,2
img_1782318001.png,-9.51E-05,2
img_1782318002.png,-7.77E-05,2
img_1782318003.png,-6.35E-05,2
img_1782318004.png,0.07601178,2
img_1782318005.png,0.062107158,2
img_1782318006.png,0.016021049,2
img_1782318007.png,0.013090363,2
img_1782318008.png,0.01069578,2
img_1782318009.png,0.008739231,2
img_1782318010.png,0.007140588,2
img_1782318011.png,-0.028890641,2
img_1782318012.png,-0.023605757,2
img_1782318013.png,-0.019287622,2
img_1782318014.png,0.058783015,2
img_1782318015.png,0.008830003,2
img_1782318016.png,0.007214755,2
img_1782318017.png,0.00589498,2
img_1782318018.png,0.004816628,2
img_1782318019.png,0.003935536,2
img_1782318020.png,0.003215619,2
img_1782318021.png,0.002627395,2
img_1782318022.png,0.002146773,2
img_1782318023.png,0.00175407,2
img_1782318024.png,0.001433203,2
img_1782318025.png,0.001171031,2
img_1782318026.png,0.000956818,2
img_1782318027.png,0.00078179,2
img_1782318028.png,0.000638779,2
img_1782318029.png,0.000521929,2
img_1782318030.png,0.000426454,2
img_1782318031.png,0.000348444,2
img_1782318032.png,0.000284704,2
img_1782318033.png,0.000232624,2
img_1782318034.png,0.000190071,2
img_1782318035.png,0.000155302,2
img_1782318036.png,0.000126893,2
img_1782318037.png,0.000103681,2
img_1782318038.png,8.47E-05,2
img_1782318039.png,6.92E-05,2
img_1782318040.png,5.66E-05,2
img_1782318041.png,4.62E-05,2
img_1782318042.png,3.78E-05,2
img_1782318043.png,3.09E-05,2
img_1782318044.png,2.52E-05,2
img_1782318045.png,2.06E-05,2
img_1782318046.png,1.68E-05,2
img_1782318047.png,1.38E-05,2
img_1782318048.png,1.12E-05,2
img_1782318049.png,9.18E-06,2
img_1782318050.png,7.50E-06,2
img_1782318051.png,-0.074536278,2
img_1782318052.png,-0.060901566,2
img_1782318053.png,-0.08665574,2
img_1782318054.png,-0.003423617,2
img_1782318055.png,-0.036827865,2
img_1782318056.png,-0.030091047,2
img_1782318057.png,-0.024586577,2
img_1782318058.png,-0.020089023,2
img_1782318059.png,-0.016414194,2
img_1782318060.png,-0.013411592,2
img_1782318061.png,-0.010958247,2
img_1782318062.png,-0.008953686,2
img_1782318063.png,-0.007315813,2
img_1782318064.png,-0.005977552,2
img_1782318065.png,-0.004884095,2
img_1782318066.png,-0.043190661,2
img_1782318067.png,-0.067972827,2
img_1782318068.png,-0.020813727,2
img_1782318069.png,-0.083039153,2
img_1782318070.png,-0.067849034,2
img_1782318071.png,-0.055437601,2
img_1782318072.png,-0.045296556,2
img_1782318073.png,-0.037010584,2
img_1782318074.png,-0.030240342,2
img_1782318075.png,-0.094867278,2
img_1782318076.png,-0.077513473,2
img_1782318077.png,-0.063334151,2
img_1782318078.png,-0.051748612,2
img_1782318079.png,-0.009599472,2
img_1782318080.png,-0.042568489,2
img_1782318081.png,-0.034781554,2
img_1782318082.png,-0.102961469,2
img_1782318083.png,-0.084127016,2
img_1782318084.png,-0.068737897,2
img_1782318085.png,-0.056163867,2
img_1782318086.png,-0.07857288,2
img_1782318087.png,-0.064199764,2
img_1782318088.png,-0.126998288,2
img_1782318089.png,-0.103766847,2
img_1782318090.png,-0.119510091,2
img_1782318091.png,-0.097648445,2
img_1782318092.png,-0.079785889,2
img_1782318093.png,-0.06519088,2
img_1782318094.png,-0.053265696,2
img_1782318095.png,-0.043521951,2
img_1782318096.png,-0.035560603,2
img_1782318097.png,-0.029055602,2
img_1782318098.png,-0.057771063,2
img_1782318099.png,-0.047203165,2
img_1782318100.png,-0.071251334,2
img_1782318101.png,-0.058217528,2
img_1782318102.png,-0.047567959,2
img_1782318103.png,-0.038866486,2
img_1782318104.png,-0.031756749,2
img_1782318105.png,-0.097538103,2
img_1782318106.png,-0.079695731,2
img_1782318107.png,-0.098467125,2
img_1782318108.png,-0.115888506,2
img_1782318109.png,-0.094689347,2
img_1782318110.png,-0.07736809,2
img_1782318111.png,-0.063215363,2
